id_post,user_id,user_name,comment_content,comment_time,reaction_detail
5068997,1032420583,sanhnguyen285,Apple cứ làm ngoại hình thế hệ sau khác hẳn thế hệ trước là sẽ bán đắt như tôm tươi,10:38 02/05/2026,"{""Thích"": 19}"
5068997,1011340237,DoctorWho,Có gì mới trên IP17 đâu. Toàn nâng cấp chip.,10:38 02/05/2026,"{""Thích"": 17}"
5068997,1003110988,anhtuan290486,"Cốt lõi là thời gian nâng cấp các dòng điện thoại cũ đã tới chu kỳ. Các dòng ip cũ từ 8,9,X,11,12 gần như họ đã nâng cấp lên dòng 17 nếu đủ kinh tế, chưa kể thêm một số luôn muốn nâng cấp qua mỗi năm nữa. Không tin bác cứ chờ đến tháng 9 năm nay trở đi xem, dòng 18 có nằm trong sản phẩm thành công nhất và vượt được 17 hay không là biết ngay ấy mà, nếu đúng thì chu kỳ phải 5-7 năm tiếp theo thì sản phẩm đó sẽ lọt Top thành công nhất lịch sử bởi đơn giản lượng lớn ip17 bây giờ sẽ lại đến lượt thay thế nâng cấp mới.",10:38 02/05/2026,"{""Thích"": 12}"
5068997,1052821092,hihihaha,"Ông đưa bản thiết kế của ông cho Iphone đi, đảm bảo nhận được 000000000000000 tỉ cái gật đầu.",10:38 02/05/2026,"{""Thích"": 4}"
5068997,1042871709,Ác mộng Uruquay,Chon quýt đã vào xem và thở dài lẳng lặng đi ra nha quí dzị,11:38 02/05/2026,"{""Thích"": 12}"
5068997,1068638743,Rụng răng thích hun,Uýt đang xài Ai phôn Mừ Bảy !!,13:38 02/05/2026,"{""Thích"": 1}"
5068997,1084573752,mavisuv,Iphone là loại điện thoại mơ ước của cả TG,12:38 02/05/2026,"{""Thích"": 6}"
5068997,1054991641,Dao Ngo,Quýt không thích chuyện này chắc luôn.,11:38 02/05/2026,"{""Thích"": 5}"
5068997,1066545854,dinhnx43101,Nhìn ảnh cục mạch quá.,10:38 02/05/2026,"{""Thích"": 4}"
5068997,1078127527,lythanhtuanbt,Ai nói tui quê mùa cũng được nhưng tui thích dùng Iphone thui. Tui đang dùng con Iphone 6.,16:38 02/05/2026,"{""Thích"": 2}"
5068997,1046789778,son.brosarch,"Mình có thể là những người sớm xài iphone ở VN khi xài cái iphone đầu tiên của Apple đầu năm 2007, và vẫn xài các dòng iphone đển giờ. Nhưng có lẽ, đến lúc cần thay đổi thói quen (chứ ko phải là fan là mê gì cả). Sẽ chuyển sang xài Android. Sẽ có thêm trải nghiệm.",12:38 02/05/2026,"{""Thích"": 2}"
5068997,1119576372,tranvanvan8901,Mình chọn mua lại iPhone 16 Promax,16:38 02/05/2026,"{""Thích"": 1}"
5068997,1064415655,tcongthanh472,Vẫn trung thành với 12prm,15:38 02/05/2026,"{""Thích"": 1}"
5068997,1117540739,luan81.hoang,"Không cần thống kê, trong công ty 250 người, 85% là sử dụng iphone các đời, ra quán cafe ngoáy qua ngoáy lại cũng toàn iphone từ già đến trẻ, ra đường dừng đèn đỏ cũng thấy mở iphone nghe, vào quân nhậu ngước tới ngước lui có ai dùng 26 ultral như mình không, nhưng vẫn thấy toàn iphone, nên mình rút cây viết ta quẹt quẹt lấy le cho đỡ ngại chút, ông trên bàn nói đẹp, trí thức nhưng dẽ sọc màn hình lắm vì từng xài, mình kệ, ít đụng hàng là được.",15:38 02/05/2026,"{""Thích"": 1}"
5068997,1076396208,lylongct2016,Năm nay ra mắt sp cũng nghe thành công nhất. Ko biết có thật ko hay chỉ là quảng cáo thương hiệu,14:38 02/05/2026,"{""Thích"": 1}"
5068997,1006237184,nui cao,iPhone 17 là cái gì vậy?,13:38 02/05/2026,"{""Thích"": 1}"
5068997,1003361487,Truong Nguyen,"Là cai đt mà phải bỏ ra từ 25tr đến 38tr mới sở hữu đc, những người mua k được hay hỏi nó la gì lắm, ráng lên mua cho biết nó là gì",15:38 02/05/2026,"{""Thích"": 2}"
5068997,1056467123,quoccongchu,"Toàn khai tử, không sản xuất, giảm hiệu năng, không hỗ trợ... các mẫu cũ để ép người dùng mua mẫu mới nhất. Iphone luôn làm vậy, Samsung giờ cũng học theo rồi.",13:38 02/05/2026,"{""Thích"": 1}"
5068997,1061428465,Hồ Thành,"Vậy mà cũng xài, mình thấy không đáng!!!!",17:38 02/05/2026,{}
5068997,1014147481,tronghoang9696,So về số lượng chứ doanh số thì không đúng.,17:38 02/05/2026,{}
5068997,1004852570,Long long,Đời mình chưa từng sở hữu 1 ip nào thật là 1 bí ẩn lịch sử chưa có lời giải,17:38 02/05/2026,{}
5068997,1099066826,ninnintatami,Mô hình của iPhone 17 vốn adneoif có chước ra hồi 2020 tới lúc táo dài lại thì ì fan lại khen khó hiểu,15:38 02/05/2026,{}
5068993,1047922917,proekom,"Đây là tin xấu với các tín đồ máy tính, nhưng cũng là cơ hội cho nhiều start-up tham gia thị trường RAM và Storage mà không ngại ""ế khách"".",08:38 02/05/2026,"{""Thích"": 7, ""Ngạc nhiên"": 1}"
5068993,1108791568,bui_tuanhoa,"Dễ ăn quá, nội đầu tư cho phòng sạch cũng hàng triệu usd rồi",08:38 02/05/2026,"{""Thích"": 6}"
5068993,1005178345,szbly,"Trên thế giới chỉ vài công ty làm được cho nên nó mới có tình trạng này,khi thị trường bảo hòa họ đồng loạt cắt giảm công suất đẩy giá lên,khi lợi nhuận nhua cầu bọ nhớ AI tăng cao họ đồng loạt nhảy qua",08:38 02/05/2026,{}
5068993,1013236365,lamtanthanhstmb,Start-Up thì không đủ năng lực để tham gia vào thị trường này đâu bạn. Cái thị trường thiếu là đơn vị sản xuất chứ không phải 1 ông mua đi bán lại và ngành này thì có tiền bạn cũng chẳng sản xuất được.,09:38 02/05/2026,"{""Thích"": 3}"
5068993,1073278262,bibjneu.20,"@bui_tuanhoa : Hàng trăm triệu cho 1 phòng sạch đầy đủ utilities và tiêu chuẩn bụi cơ bản.chưa kể máy móc sxuat. Rồi bộ máy qly, vận hành, bán hàng. Chỉ ông lớn mới làm đc",09:38 02/05/2026,"{""Thích"": 2}"
5068993,1068702973,José_Mourinho,"Chip nhớ đắt quá thì ngưng ra phần cứng mới 1 năm và thay vào đó tập trung phần mềm cho tốt hẳn lên. Người dùng không ai quay lưng đâu mà có khi, ngưng lại 1 năm có thể có nhiều cải tiến rõ rệt cho sản phẩm mới chất lượng hơn hẳn.",08:38 02/05/2026,"{""Thích"": 4}"
5068993,1122853397,yousay2027,"""HBM có biên lợi nhuận rất cao, nên các nhà sản xuất đang dồn lực sản xuất, đầu tư và kỹ thuật cho mảng này."" HBM sẽ ngày càng đắt đỏ theo trend AI toàn cầu.",08:38 02/05/2026,"{""Thích"": 4}"
5067669,1053455893,The truth,"Giặt máy giày rất sạch, khô nhanh và thơm. Tuyệt đối không dùng chất làm mềm vải sẽ bong keo giày. Tui Giặt giày bằng máy hơn 20 năm. Giờ thấy nhẹ nhàng sướng lắm.",07:09 29/04/2026,"{""Thích"": 102}"
5067669,1066694494,tienquan1965,Cách giặt như nào bạn chỉ cho tôi với. Chưa bao giờ giặt dày bằng máy cả,10:54 29/04/2026,"{""Thích"": 6}"
5067669,1033310397,huuvinhtran95,Thêm 1 cái tuyệt đối nữa là k đc giặt nước nóng. Mình không để ý bấm giặt nước nóng và cái kết là bung keo 2 3 đôi,11:00 29/04/2026,"{""Thích"": 12}"
5067669,1122862756,ndthinh742,"Nếu máy hoạt động với chế độ phân bổ tự động nước giặt, xả thì giặt thế nào cho hợp lý?",13:18 29/04/2026,"{""Thích"": 3}"
5067669,1118148415,annhien190011,Tôi không giặt bao giờ vì nghĩ rằng giặt giày nó sẽ làm bẩn máy giặt. Mai lại giặt quần áo bằng cái máy giặt đó là cảm thấy bẩn rồi. Trừ khi có cái máy giặt riêng. Giặt giày 1 máy và giặt quần áo 1 máy thì được.,14:02 29/04/2026,"{""Thích"": 32}"
5067669,1090357024,Lộc Nguyễn,"Bạn phải chà đế trước khi bỏ vào máy, giặt xong thì cho máy vệ sinh lồng giặt cái là ổn, giờ máy nó vệ sinh bằng nước nóng nên sạch sẽ lắm.",16:26 29/04/2026,"{""Thích"": 8}"
5067669,1005899857,Jack Tran,"Đúng, dù có vệ sinh đế giày trước kiểu gì thì cũng rất mất vệ sinh, cái giày mang đi khắp nơi giặt xong lại đem quần áo vào giặt thì chịu",00:36 30/04/2026,"{""Thích"": 1}"
5067669,1118148415,annhien190011,@Lộc Nguyễn : Nó là cảm giác ấy bạn. Dù có chà đế trước thì vấn thấy không thể giặt chung 1 cái máy giặt được.,10:38 02/05/2026,{}
5067669,1115713011,phongkhobaitradimexco,Chỉ những ai là tỉ phú mới dùng mẹo này!,09:32 29/04/2026,"{""Thích"": 27, ""Ngạc nhiên"": 2, ""Buồn"": 1}"
5067669,1090357024,Lộc Nguyễn,"Bình thường mà bạn, gia đình tôi dùng cách này cả chục năm rồi. Giày mua để phục vụ mình mà, để ý thấy cũng phải 2-3 năm mới bung keo, tôi dùng sneaker hàng ngày.",12:04 29/04/2026,"{""Thích"": 15}"
5067669,1056045076,ngthanhluan64,Tỉ phú ít ai giặt,21:26 29/04/2026,"{""Thích"": 1}"
5067669,1002782819,fulllife82,Rất nhanh khô. Thêm cả mũ bảo hiểm nữa nhé mọi người,12:41 29/04/2026,"{""Thích"": 19, ""Ngạc nhiên"": 2}"
5067669,1114817153,happygolucky1483,"Giặt giày dép kiểu crocs thì được chứ giày thể thao với đồ da thì có mà bong, hỏng hết form với đế",10:38 29/04/2026,"{""Thích"": 13, ""Ngạc nhiên"": 1}"
5067669,1097034641,xuanhale43,"Tôi giặt giày thể thao chục năm nay rất ok bạn nhé, video họ nói rất rõ những loại giày nào giặt máy giặt rồi mà bạn.",11:59 29/04/2026,"{""Thích"": 13}"
5067669,1114817153,happygolucky1483,@xuanhale43 : Trước đây mình đã giặt giày thể thao nhưng form nó cũng ko được như cũ và rất nhanh bong đế. Mình thấy thế còn ai thấy phù hợp thì cứ giặt chứ hãng bán giày thể thao nó cũng không khuyên giặt bằng máy giặt.,13:51 29/04/2026,"{""Thích"": 4}"
5067669,1026704331,chrjsmusik,"@happygolucky1483 : Bong đế là do bạn giặt bằng nước nóng, trong video cũng có lưu ý dùng chế độ giặt nào và nhiệt độ bao nhiêu rồi mà.",21:43 29/04/2026,{}
5067669,1012652154,Tô Thủy,@happygolucky1483 : Có khi nào do giày chất lượng kém ko chứ mình bỏ mấy đôi vào máy sau khi chà vết bẩn chả bao giờ bong đế hư form gì.,21:53 29/04/2026,{}
5067669,1101473694,hoangyen31766,"mình mới dùng máy giặt giặt giày cho cả nhà vào mỗi cuối tuần với nguyên nhân là lười , nhưng hiệu quả.",12:12 29/04/2026,"{""Thích"": 12}"
5067669,1060513740,stakcoloanhst02,"Mình giặt Elextrolux cửa trước, chế độ 15 phút, giày nào dễ bị hư (vd da) thì bỏ vô túi giặt đồ lót size lớn, xài nước giặt + nước tẩy. Tốt nhất nên đừng để giày quá dơ mới giặt.",12:11 29/04/2026,"{""Thích"": 3, ""Ngạc nhiên"": 2}"
5067669,1108018832,haivimaru,Chỉ những ai muốn thay máy giặt mới dùng máy giặt lồng ngang giặt giày thôi. Bạn đã xem lúc máy giặt vắt chưa? Nó như muốn đập vỡ lồng.,21:21 29/04/2026,"{""Thích"": 1}"
5067669,1122826771,hoangphan21,Dễ hỏng lắm,13:52 29/04/2026,"{""Thích"": 1}"
5067669,1117447831,tienthanht929,"tôi có hai máy giặt một cái dành riêng giặt giày + vãi lau, quần áo cũ để chúng cọ sát vào nhau giúp sạch sâu hơn",13:44 29/04/2026,"{""Thích"": 1}"
5067669,1057158226,phong vân,"Thấy giặt giày là đã khổ rồi,khổ mới phải giặt giày.kkkk",05:23 30/04/2026,{}
5067669,1091252091,camyvengoaituyen7,Xin thua vì hư hỏng hết phom giày,00:53 30/04/2026,{}
5067669,1122872919,ellingyen,"Biết là giặt giày bằng máy thì nhanh khỏe nhưng chẳng mấy lần giặt là giày mất form, một người chơi giày như mình( từ giày rẻ đến giày thương hiệu) tốt nhất vẫn dánh bằng tay kem đánh răng, bột giặt vẫn tốt nhất. Mình chỉ giặt giặt máy cho những đôi mang làm ngoài vườn, đi dạo,...",22:39 29/04/2026,{}
5067659,1089747652,Tò,"Kính này chắc sẽ rất hữu dụng với những người thích đọc, thay vì cứ phải cúi gằm xuống đọc thì nay có thể ngẩng cao đầu mà vẫn có thể đọc tốt, đỡ hại xương cổ.",19:43 28/04/2026,"{""Thích"": 15}"
5067659,1006177299,Bảo,Nó ko có màn hình,14:06 29/04/2026,"{""Thích"": 1}"
5067659,1050732426,Người Phản Biện,"Giá thì cũng chấp nhận được, quan trọng là nó đem lại được những gì, phải ""đắt xắt ra miếng"" nha.",13:11 29/04/2026,"{""Thích"": 2}"
5067659,1002716897,David Pham,"Kính thực ra cần hệ sinh thái trong công việc hỗ trợ, ví dụ trình bày slide khi đeo kính kết nối máy chiếu không cần bút nữa, có thể điều khiển phím ảo của kính. Khi lái xe Vinfast kết nối VF8 sẽ thấy được tốc độ, các trạm sạc gần nhất hay 1 bản đồ mà không phải nhìn trên màn hình oto. Hay đang lái xe ra lệnh cho AI bật nước nóng khi đang lái xe về nhà thông qua kính này.",15:29 29/04/2026,{}
5067644,1102011273,Nguyễn Hòa,"“Mình thấy mấy con kiểu này đúng là đánh vào tâm lý số càng lớn càng tốt. 200MP, 7000mAh nghe rất đã, nhưng dùng thực tế thì người ta cần ảnh đẹp + máy mượt, chứ không phải con số để khoe. Cảm giác giống như hãng đang lấy pin và camera để che đi phần còn lại. Nhất là chip chỉ ở mức trung bình mà gắn combo 200MP nghe hơi lệch. Nếu chỉ đọc thông số thì thấy đáng mua, còn nếu hiểu chút về điện thoại thì sẽ thấy đây là kiểu máy làm cho đẹp bảng spec hơn là cân bằng trải nghiệm.",08:34 28/04/2026,"{""Thích"": 16}"
5067644,1049389375,NTS,"Hiểu chút là như nào, và bác dùng chưa mà nói là nó không mượt? Cái máy họ làm cũng chỉ nhắm đến 1 số đối tượng, chỉ cần dùng lâu và chụp ảnh nét, chứ bác cũng phán đâu đâu ý. Nếu là người muốn đủ thứ, cả chơi game thì có thể cái này không mượt khi chơi, nhưng đâu phải ai cũng có nhu cầu. Nên cái nhận xét của bác như kiểu mỉa mai nó khi chưa biết nó thế nào. Đây người ta cũng chỉ nói cái điện thoại nó tập trung vào camera và pin, giá rẻ, chả ai nói nó xịn nhất hayvượt cả mấy máy hàng đầu cả.",10:10 28/04/2026,"{""Thích"": 5}"
5067644,1066459309,M8Infinity,Đây là kiểu pro quen thuộc của mấy hãng TQ mà bạn.,10:15 28/04/2026,"{""Thích"": 4}"
5067644,1060671420,lomostorevn,camera thì chắc bạn nói đúng nhưng pin 7000 vivo xài đã lắm đó,11:00 28/04/2026,"{""Thích"": 3}"
5067644,1066459309,M8Infinity,@NTS : 14~16tr mà gọi là rẻ hả bạn?,11:42 28/04/2026,"{""Thích"": 1}"
5067644,1099880085,hangmoon1798,Bạn nói thế tôi cam đoan bạn chưa dùng vivo dòng v hay x....mà bạn chỉ dùng ip. Ip thì mọi thứ cân bằng ko đánh vào hạng mục nào còn vivo họ nhắm đến chụp ảnh...pin lâu... người dùng vivo đa số họ có vài 3 cái điện thoại cao cấp mỗi loại họ dùng cho mục đích khác nhau....,07:15 29/04/2026,"{""Thích"": 1}"
5067644,1043052825,Luong Nguyen,Bạn nên dùng r nêu ý kiến nhé,11:50 30/04/2026,{}
5067644,1003070294,long trần,Pin điện thoại vivo dùng đặc biệt lâu,08:37 28/04/2026,"{""Thích"": 7}"
5067644,1095435607,hongphatdepzai,giá hơi chát tầm này mua cũng được nhiều máy khác chính hãng và nội địa ( nội địa nhiều mẫu hơn chính hãng nhưng bị hạn chế ) vivo v70 fe cũng ko tệ cho lắm,14:11 28/04/2026,"{""Thích"": 1}"
5067644,1098537746,Lâm Phong Q7,Để chạy giao hàng là chuẩn. Chấm nhiều quét nhãn cho rõ,13:10 28/04/2026,"{""Thích"": 1}"
5067644,1036939959,Doun,Nhiều chấm nhưng ảnh nhìn cũng thường.,11:37 28/04/2026,"{""Thích"": 1}"
5067644,1002612272,Hiếu Lê,"Các hàng Vivo, Reame, Oppo gần đây tập trung nhiều vào độ bền vật lý phần cứng như chống nước, pin nhiều nhưng con chip và Ram lại khá yếu cho nên về dùng lâu dài cũng khó đảm bảo thao tác xử lý ổn.",14:07 28/04/2026,{}
5067644,1099880085,hangmoon1798,Bạn chưa biết vivo h sai origin os nên mượt ko kém ip à...,07:24 29/04/2026,"{""Thích"": 1}"
5067644,1002782819,fulllife82,Này mấy mà đầy bộ nhớ,10:13 28/04/2026,{}
5067660,1105745034,ninhsam86,"Đây là tương lai của điện thoại, nếu vậy thì vị thế hiện tại của ngành sẽ có nhiều thay đổi rất lớn.",08:13 28/04/2026,"{""Thích"": 9}"
5067660,1102011273,Nguyễn Hòa,"Nếu OpenAI thật sự làm điện thoại, thì cũng chỉ là một hãng phần mềm nhảy sang phần cứng mà lịch sử cho thấy chuyện này không hề dễ. Chưa kể mục tiêu thu thập dữ liệu người dùng sâu hơn (hiểu ngữ cảnh liên tục) nghe còn đáng lo hơn là đáng mừng",08:06 28/04/2026,"{""Thích"": 4}"
5067660,1002614083,Mạnh Toàn,Năm 2010 Xiaomi đã từ hãng phần mềm nhảy sang phần cứng và hiện nay đang là top 3 thế giới đó bạn,18:40 28/04/2026,"{""Thích"": 3}"
5067660,1060082702,helenphuongdung,"Chỉ là ảo tưởng vì một ông không thể làm tất tần tật từ A đến Z, bởi vì: 1. Chi phí kỹ thuật rất lớn 2. Chi phí thương mại càng không thể kham nổi. 3. Người tiêu dùng cuối trở thành con tin, chẳng hạn như phải cam chịu gói thuê bao dịch vụ mà quyền quyết định giá nằm ở trong tay một ông phát hành. 4. Cái xương cốt và da thịt vẫn phải nhờ vào data web thì mới ra được data AI, nếu data web chết thì AI cũng đi vào ngõ cụt chứ chẳng có cái tạo sinh nào cả..",12:07 28/04/2026,"{""Thích"": 3}"
5067660,1043310514,hungvanle77,"Bạn đang nói đến vấn đề rất thật trong ngành: data bottleneck. Nhưng cần chỉnh lại: * AI không chỉ học từ web: * Data nội bộ (enterprise) * Data tổng hợp (synthetic data) * Data có bản quyền (licensed) * Các công ty lớn đang: * Mua data (ví dụ báo chí, kho học thuật) * Tự tạo data bằng AI “AI dạy AI” => Khái niệm này gọi là: * Synthetic data => Nếu web “chết”: * AI bị ảnh hưởng mạnh * Nhưng không chết ngay, mà chuyển sang hệ sinh thái data khác",13:20 28/04/2026,"{""Thích"": 5}"
5067660,1095559690,vtt4701,"tương lai điện thoại sẽ trở thành một trợ lý AI thông minh, chỉ cần ra lệnh là làm mọi việc",11:53 28/04/2026,"{""Thích"": 3}"
5067660,1094648895,damynghetienthang,"Điện thoại di động đã là người bạn tri kỷ nhất của con người trong thập niên vừa qua, và nó sẽ vẫn là người bạn tri kỷ trong thập niên tiếp theo khi có thể tâm sự và hiểu nhau hơn bất cứ ai khác. Nó giúp con người nhiều lợi ích, nhưng cũng lấy đi nhiều thời gian của con người, làm cho việc gặp gỡ trực tiếp giảm đi đáng kể.",17:19 28/04/2026,"{""Thích"": 2}"
5067660,1117527174,hanguyen.hnx,"không thể có chip nào trên di động đủ để chạy AI độc lập, tất cả đều phải link với máy chủ, AI trên di động chỉ để làm các tác vụ đơn giản",09:01 28/04/2026,"{""Thích"": 2}"
5067660,1011340237,DoctorWho,"OpenAI, theo cái tên thì nên tập trung nghiên cứu công nghệ giúp nhân loại đi. A dua theo phong trào kinh doanh điện thoại làm gì cho mất công. Ông chỉ có cái vỏ chứ hệ điều hành vẫn là Android. Không khác đi được.",10:22 28/04/2026,"{""Thích"": 1}"
5067660,1117600158,dangdx.it,"Con người chuyển từ gõ command line sang dùng chuột, rồi từ chuột qua touch... Giờ từ touch sáng voice. Tất cả cũng chỉ là hệ điều hành thôi mà. Nếu không phải voice mà phải ngồi gõ bằng tay để điều khiển AI thì chả có ý nghĩa gì cả... Còn nếu dùng voice thì không hiểu nổi cái office, tàu điện sẽ lộn xộn như thế nào.",20:38 01/05/2026,{}
5067660,1118024572,thaihutamquoc01,Một ý tưởng tuyệt với.Các nhà sản xuất điện thoại bắt buộc phải hơp tác với openAI nếu không khi sản phẩm ra mắt những hãng điện thoại sẽ mất nhanh thị phần nếu không cập nhật kịp công nghệ.,09:14 30/04/2026,{}
5066902,1045139164,ttthuc87,Sẽ không bao giờ xảy ra. Apple thường hướng đến cảm nhận người dùng. Mà cái màn cong này là bất tiện nhất tôi từng xài (samsung). Thà là cong nhẹ như hiện tại.,07:17 27/04/2026,"{""Thích"": 22}"
5066902,1029119228,levogiakhang,"""Khác với kiểu màn hình cong trước đó của Samsung, Apple được cho là yêu cầu thiết kế với độ cong siêu nhỏ, giúp thiết bị nằm gọn trong lòng bàn tay, đồng thời tạo cảm giác vuốt từ cạnh màn hình tự nhiên hơn. Thiết kế mới giúp hạn chế tình trạng biến dạng hình ảnh ở cạnh và ngăn việc vô ý chạm nhầm vào màn hình, vốn là điểm yếu của các dòng điện thoại màn hình cong hiện nay.""",08:05 27/04/2026,"{""Thích"": 3}"
5066902,1003111234,danny,"""Khác với kiểu màn hình cong trước đó của Samsung, Apple được cho là yêu cầu thiết kế với độ cong siêu nhỏ, giúp thiết bị nằm gọn trong lòng bàn tay"" Đọc kỹ đi bạn ơi. Nhìn concept cong của táo nó khác với tiện hơn hẳn. T lại thấy cái màn gập mới là phế, nửa ipad nửa iphone chả ra gì lại tốn tiền. Ko muốn táo ra màn gập.",10:00 27/04/2026,"{""Thích"": 3}"
5066902,1043917601,68low68,Rơi cái là đi xa,17:25 27/04/2026,"{""Thích"": 1}"
5066902,1004294080,Anh ba xàm,"Sam Sung hay bất cứ hãng Android nào làm rồi thì bị iFan chê: kều cỡm, bất tiện, rườm rà, phi thực tế... iphone làm, cũng iFan đó: đỉnh cao trí tuệ, xứng đáng đứng đầu, tuyệt tác công nghệ, siêu cấp mỹ thuật, đây là lý do iphone luôn đi đầu (sau 7-8 năm gì đó).",10:22 27/04/2026,"{""Thích"": 11}"
5066902,1044852306,Fan mùa hè,"khổ thân quá, ra đường đâu đâu cũng thấy IP kkkk",12:10 28/04/2026,{}
5066902,1004294080,Anh ba xàm,"@Fan mùa hè : Tôi đâu ý kiến gì thị hiếu của người khác. Tôi chỉ phản đối cái thói tự đưa cái thị hiếu của mình lên ngai ""vượt trội"", ""đẳng cấp"" rồi chê bai thị hiếu của người khác thôi bạn. Nhà tôi 4 người, 3 người dùng iphone, chỉ tôi ghét cay ghét đắng thói bợ đỡ, tự tôn sùng iphone của ifan. Trong đó có em ruột tôi, vợ tôi... kể sang nhà vợ nữa thì thêm nữa, toàn ifan. Cái gì iphone làm cũng khen, họ đâu biết mấy cái đó Android làm lâu lắm rồi. Và IOS là một trong những HĐH ""tù"" nhất từng được thương mại. Android cho người dùng tùy biến thỏa sức, vói cái PC tôi thậm chí tự mod tiện ích cho HĐH Android tôi đang dùng.",14:04 28/04/2026,"{""Thích"": 2}"
5066902,1058883751,chuongevony,"Tôi rất sợ màng hình cong. Nó đem lại vô vàng phiền toái bao gồm chi phí thay, dễ vỡ, khó cầm nắm, khó dán cường lực, khó lắp ốp, dễ đọng dơ ở góc. Và không có giá trị tham khảo gì ở caid viền cong ấy về thông tin cả.",11:54 27/04/2026,"{""Thích"": 4}"
5066902,1062600866,Cau Có Không Quạu,"""đau bụng uống nhân sâm (trên màn hình chính) ... thì chết (trên viền màn hình)"". Tôi nghĩ cái viền có giá trị tham khảo rất lớn đấy chứ",23:05 27/04/2026,{}
5066902,1002709997,Nguyễn Duy Thoan,"Rồi trưng bày chứ ai dám sài, rơi nhẹ cái là đi tong cái màn hình",07:47 27/04/2026,"{""Thích"": 4}"
