post_id,topic_id,topic_probability,model_type,predicted_at
17e2b4244761,5,0.774703323841095,lda,2026-04-30T17:37:21Z
85ce37d8e6f5,1,0.4435672461986542,lda,2026-04-30T17:37:21Z
39d4355bcc05,3,0.7088164687156677,lda,2026-04-30T17:37:21Z
a6c06f88c4f2,1,0.568735659122467,lda,2026-04-30T17:37:21Z
aa2ca016ac63,3,0.677368700504303,lda,2026-04-30T17:37:21Z
8f1ab1634b20,5,0.7749049663543701,lda,2026-04-30T17:37:21Z
2c6d287f71cc,3,0.8664403557777405,lda,2026-04-30T17:37:21Z
453b4a2a60e8,3,0.7674534320831299,lda,2026-04-30T17:37:21Z
6539ef4e9b74,4,0.7058099508285522,lda,2026-04-30T17:37:21Z
f6937e0d7ded,3,0.8633276224136353,lda,2026-04-30T17:37:21Z
7d86035ba550,7,0.7821921110153198,lda,2026-04-30T17:37:21Z
439b96e9f7b2,9,0.9689522385597229,lda,2026-04-30T17:37:21Z
a0b20b3128f7,9,0.8874572515487671,lda,2026-04-30T17:37:21Z
af59873763e0,7,0.6064741611480713,lda,2026-04-30T17:37:21Z
7359f9acc779,6,0.9249585866928101,lda,2026-04-30T17:37:21Z
4b6463541a43,3,0.5048051476478577,lda,2026-04-30T17:37:21Z
3a3c02ab8def,7,0.6153594851493835,lda,2026-04-30T17:37:21Z
792af1a0a638,7,0.9307371377944946,lda,2026-04-30T17:37:21Z
6fed8790e51e,5,0.5976300835609436,lda,2026-04-30T17:37:21Z
6005a1142e26,3,0.6948158144950867,lda,2026-04-30T17:37:21Z
d4595c28ff12,1,0.7724440097808838,lda,2026-04-30T17:37:21Z
f8cccfe954cc,1,0.7748737335205078,lda,2026-04-30T17:37:21Z
bb802f2f81e3,4,0.6112199425697327,lda,2026-04-30T17:37:21Z
0858b6ff86dc,5,0.5803792476654053,lda,2026-04-30T17:37:21Z
6f9ef1461e88,9,0.8874577283859253,lda,2026-04-30T17:37:21Z
171691f2e255,9,0.6172670125961304,lda,2026-04-30T17:37:21Z
e076864c472a,8,0.4475264549255371,lda,2026-04-30T17:37:21Z
64545ea9e896,5,0.8874526023864746,lda,2026-04-30T17:37:21Z
1b718361b078,9,0.3551105856895447,lda,2026-04-30T17:37:21Z
81e6eb6f4a59,9,0.6185648441314697,lda,2026-04-30T17:37:21Z
d69827aa0a8c,0,0.5799407362937927,lda,2026-04-30T17:37:21Z
475e4aeccaf0,3,0.6225059032440186,lda,2026-04-30T17:37:21Z
b599330f1c1c,6,0.5434051156044006,lda,2026-04-30T17:37:21Z
a9faeb56589c,9,0.9399853348731995,lda,2026-04-30T17:37:21Z
faaf826c554e,3,0.5434118509292603,lda,2026-04-30T17:37:21Z
4ee9632a70a2,3,0.6437545418739319,lda,2026-04-30T17:37:21Z
b8812b292da7,5,0.5349358916282654,lda,2026-04-30T17:37:21Z
c850ca779ec9,2,0.9099406599998474,lda,2026-04-30T17:37:21Z
625b5b35bf83,9,0.8713955283164978,lda,2026-04-30T17:37:21Z
4eef0475a084,3,0.8728480935096741,lda,2026-04-30T17:37:21Z
cbe495971e02,9,0.6417295932769775,lda,2026-04-30T17:37:21Z
6bb8a639bb68,3,0.8427146077156067,lda,2026-04-30T17:37:21Z
a829febb21ab,3,0.9608564972877502,lda,2026-04-30T17:37:21Z
ad6d41c8fe18,9,0.6018635630607605,lda,2026-04-30T17:37:21Z
f82e7388609f,9,0.4761260449886322,lda,2026-04-30T17:37:21Z
f82e7388609f,9,0.7351939082145691,lda,2026-04-30T17:37:21Z
08099c42b55a,9,0.7808976173400879,lda,2026-04-30T17:37:21Z
08099c42b55a,9,0.5524581670761108,lda,2026-04-30T17:37:21Z
08099c42b55a,9,0.9437331557273865,lda,2026-04-30T17:37:21Z
3a46dc7cec50,9,0.9181672930717468,lda,2026-04-30T17:37:21Z
3a46dc7cec50,9,0.6672467589378357,lda,2026-04-30T17:37:21Z
0e71c675953e,9,0.6883330345153809,lda,2026-04-30T17:37:21Z
0e71c675953e,9,0.7316440939903259,lda,2026-04-30T17:37:21Z
d98e75c77c14,6,0.5071766972541809,lda,2026-04-30T17:37:21Z
487fa2820ff3,5,0.760687530040741,lda,2026-04-30T17:37:21Z
129c898204db,2,0.5865923762321472,lda,2026-04-30T17:37:21Z
