post_id,source,content,clean_text,sentiment_label,sentiment_id,confidence,post_type,author,author_id,created_at,reaction_count,view_count,comment_count,parent_post_id,title,tags
efc3f75cc620,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Thanh_Nien_Nghiem_Tuc,276,1738347480,0,,,10,,
3fdc48a6eed2,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Khang_Voz,210,1737797760,0,,,11,,
86656101c32b,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Thanh_Nien_Nghiem_Tuc,214,1737797520,0,,,11,,
6094b1fae675,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250633478164673,comment,Sam_Fan_Goc,265,1737026400,0,,,12,,
54753e5036a6,voz,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",tiền đó thím để ăn sướng mua con về rước cục tức vào người,Negative,0,0.9265731573104858,comment,Khang_Voz,202,1737031740,0,,,12,,
3cf1bda74cd5,voz,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",bài đánh_giá tâm quá thanks_thím chia_sẻ anh_em mở_mang tầm_mắt,Positive,2,0.9959331154823303,comment,Apple_Hater,264,1737141180,0,,,13,,
75a501450b85,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Thanh_Nien_Nghiem_Tuc,235,1737140880,0,,,13,,
bf8a891c924b,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Coin_Thu_Gia,247,1737123660,0,,,14,,
1e1e40b4d5b5,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Sam_Fan_Goc,200,1737123180,0,,,14,,
1756bd3ea30f,voz,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",theo thông_số công_bố thì chỉ thay_đổi ở dung_lượng ram thiết_kế giữ nguyên,Neutral,1,0.982572078704834,comment,Apple_Hater,200,1737747120,0,,,15,,
9c5536d1b18f,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Pede_Chua,259,1737743820,0,,,15,,
8498b5e57345,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Lang_Khach,295,1735759560,0,,,16,,
28ab0c128ce5,voz,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",bài đánh_giá tâm quá thanks_thím chia_sẻ anh_em mở_mang tầm_mắt,Positive,2,0.9959331154823303,comment,Coin_Thu_Gia,205,1735764120,0,,,16,,
bb51e56fb7fe,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Apple_Hater,257,1736073600,0,,,17,,
c6ee77734b8d,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511816501617432,comment,Apple_Hater,205,1736071200,0,,,17,,
1ae3556cf151,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511817693710327,comment,Khang_Voz,279,1737821700,0,,,18,,
9858f59dfdb4,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Dev_Cui_Bap,280,1737823380,0,,,18,,
b608e791f44a,voz,"Vấn đề này còn tùy thuộc vào nhu cầu sử dụng của mỗi người, khó đánh giá chung được.",vấn_đề còn tùy thuộc vào nhu_cầu sử_dụng mỗi người khó đánh_giá chung,Negative,0,0.9899128675460815,comment,Gamer_Ngheo,202,1735850760,0,,,19,,
a4497f0ed57a,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Coin_Thu_Gia,289,1735850580,0,,,19,,
57107d6fbd22,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Dev_Cui_Bap,298,1738095900,0,,,20,,
359fe0b96d3c,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Dev_Cui_Bap,211,1738099860,0,,,20,,
d15a4ec73a65,voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",em đang xài đây ghim bài viết trâu sóng_khỏe nói_chung ưng cái bụng,Positive,2,0.9934068918228149,comment,Thanh_Nien_Nghiem_Tuc,298,1737971280,0,,,21,,
eb644066f268,voz,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",bài đánh_giá tâm quá thanks_thím chia_sẻ anh_em mở_mang tầm_mắt,Positive,2,0.9959331154823303,comment,Pede_Chua,270,1737965820,0,,,21,,
94da6d9311ef,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Khang_Voz,222,1735756320,0,,,22,,
0c03e1665548,voz,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",tiền đó thím để ăn sướng mua con về rước cục tức vào người,Negative,0,0.9265731573104858,comment,Gian_Thuong_123,246,1735756860,0,,,22,,
60949a3857f1,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Lang_Khach,279,1735738080,0,,,23,,
1d05c70df1fa,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511816501617432,comment,Thanh_Nien_Nghiem_Tuc,291,1735743600,0,,,23,,
4e659f14f9f5,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Pede_Chua,259,1737978540,0,,,24,,
4c03eb511bd2,voz,"Vấn đề này còn tùy thuộc vào nhu cầu sử dụng của mỗi người, khó đánh giá chung được.",vấn_đề còn tùy thuộc vào nhu_cầu sử_dụng mỗi người khó đánh_giá chung,Negative,0,0.9899128675460815,comment,Coin_Thu_Gia,220,1737973080,0,,,24,,
7470c4fa96ec,voz,"Vấn đề này còn tùy thuộc vào nhu cầu sử dụng của mỗi người, khó đánh giá chung được.",vấn_đề còn tùy thuộc vào nhu_cầu sử_dụng mỗi người khó đánh_giá chung,Negative,0,0.9899128675460815,comment,Gian_Thuong_123,251,1737128520,0,,,25,,
1b62935a1cfb,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Apple_Hater,299,1737131340,0,,,25,,
a9f5c4554b14,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250633478164673,comment,Gamer_Ngheo,294,1736175480,0,,,26,,
c353066627c5,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Lang_Khach,284,1736173620,0,,,26,,
9ac482d3c193,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250633478164673,comment,Khang_Voz,237,1736367120,0,,,27,,
6501e47f0a36,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Dev_Cui_Bap,276,1736365380,0,,,27,,
df43787c02da,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Coin_Thu_Gia,291,1736846820,0,,,28,,
74a830c8c3cb,voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,nghe văn mấy anh người bình_luận ảo biết rồi tầm tiền thì con tuổi tôm,Negative,0,0.8906089067459106,comment,Khang_Voz,206,1736844000,0,,,28,,
44ffbcc999ca,voz,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",bài đánh_giá tâm quá thanks_thím chia_sẻ anh_em mở_mang tầm_mắt,Positive,2,0.9959331154823303,comment,Dev_Cui_Bap,205,1736161740,0,,,29,,
747303efd5e3,voz,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",bài đánh_giá tâm quá thanks_thím chia_sẻ anh_em mở_mang tầm_mắt,Positive,2,0.9959331154823303,comment,Lang_Khach,288,1736163480,0,,,29,,
3d1502d3c188,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250633478164673,comment,Thanh_Nien_Nghiem_Tuc,219,1738144380,0,,,30,,
6fa34df81de9,voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",em đang xài đây ghim bài viết trâu sóng_khỏe nói_chung ưng cái bụng,Positive,2,0.9934068918228149,comment,Khang_Voz,243,1738139820,0,,,30,,
b24e54c69c23,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Gamer_Ngheo,222,1735845360,0,,,31,,
43d812e638ee,voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,nghe văn mấy anh người bình_luận ảo biết rồi tầm tiền thì con tuổi tôm,Negative,0,0.8906089067459106,comment,Thanh_Nien_Nghiem_Tuc,201,1735842060,0,,,31,,
37231488c9e9,voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",em đang xài đây ghim bài viết trâu sóng_khỏe nói_chung ưng cái bụng,Positive,2,0.9934068918228149,comment,Apple_Hater,215,1737459480,0,,,32,,
6d8c69266589,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511816501617432,comment,Sam_Fan_Goc,227,1737454560,0,,,32,,
9bf01b1fda50,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Gamer_Ngheo,237,1737403020,0,,,33,,
9cf4ad65f046,voz,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",theo thông_số công_bố thì chỉ thay_đổi ở dung_lượng ram thiết_kế giữ nguyên,Neutral,1,0.982572078704834,comment,Coin_Thu_Gia,295,1737403200,0,,,33,,
cca5e889df52,voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,nghe văn mấy anh người bình_luận ảo biết rồi tầm tiền thì con tuổi tôm,Negative,0,0.8906089067459106,comment,Sam_Fan_Goc,232,1735905420,0,,,34,,
55cb4fecf94f,voz,"Thông tin này mình thấy khá bình thường, hãng nào năm nay cũng đi theo xu hướng đó.",thông_tin mình thấy khá bình_thường hãng nào năm nay cũng đi theo xui_xẻo hướng đó,Negative,0,0.6219799518585205,comment,Lang_Khach,257,1735908600,0,,,34,,
6ae3892432d0,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Coin_Thu_Gia,287,1736262900,0,,,35,,
305816e572d2,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Dev_Cui_Bap,287,1736265480,0,,,35,,
35a2ec9b0dde,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Thanh_Nien_Nghiem_Tuc,292,1738053360,0,,,36,,
f34fe0a759dd,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Thanh_Nien_Nghiem_Tuc,293,1738051800,0,,,36,,
218785883597,voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",em đang xài đây ghim bài viết trâu sóng_khỏe nói_chung ưng cái bụng,Positive,2,0.9934068918228149,comment,Khang_Voz,296,1736075520,0,,,37,,
9b594103f7d8,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511816501617432,comment,Gian_Thuong_123,212,1736082000,0,,,37,,
075a2814f067,voz,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",theo thông_số công_bố thì chỉ thay_đổi ở dung_lượng ram thiết_kế giữ nguyên,Neutral,1,0.982572078704834,comment,Thanh_Nien_Nghiem_Tuc,218,1736428920,0,,,38,,
0f1491f73da9,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Gamer_Ngheo,264,1736428740,0,,,38,,
2ff4bf3909f9,voz,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",theo thông_số công_bố thì chỉ thay_đổi ở dung_lượng ram thiết_kế giữ nguyên,Neutral,1,0.982572078704834,comment,Gian_Thuong_123,231,1737560460,0,,,39,,
fba267371ced,voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",em đang xài đây ghim bài viết trâu sóng_khỏe nói_chung ưng cái bụng,Positive,2,0.9934068918228149,comment,Apple_Hater,277,1737563460,0,,,39,,
2fc9f0320ac9,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Lang_Khach,288,1737818520,0,,,40,,
c502ea202a3e,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250634074211121,comment,Khang_Voz,238,1737822540,0,,,40,,
bc6f1572563e,voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,nghe văn mấy anh người bình_luận ảo biết rồi tầm tiền thì con tuổi tôm,Negative,0,0.8906089067459106,comment,Coin_Thu_Gia,250,1737031260,0,,,41,,
5186072fca1b,voz,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",lại bài cũ_rích mua đi rồi khóc nóng_như cái lò gạch chứ ở đó mà mát,Negative,0,0.9856573939323425,comment,Lang_Khach,261,1737035460,0,,,41,,
1b512f0d9b5a,voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",cấu_hình ngon đấy người tạo bài cứ thế mà làm luôn thôi không phải nghĩ,Positive,2,0.5548200011253357,comment,Pede_Chua,244,1735896360,0,,,42,,
3e869a5e7aa6,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Pede_Chua,254,1735893960,0,,,42,,
26947c03f96a,voz,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",tiền đó thím để ăn sướng mua con về rước cục tức vào người,Negative,0,0.9265731573104858,comment,Sam_Fan_Goc,213,1738071960,0,,,43,,
13c6c75c0a37,voz,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",theo thông_số công_bố thì chỉ thay_đổi ở dung_lượng ram thiết_kế giữ nguyên,Neutral,1,0.982572078704834,comment,Gamer_Ngheo,215,1738073280,0,,,43,,
fff3aad3d1ed,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250633478164673,comment,Apple_Hater,224,1738172700,0,,,44,,
9e36374c3150,voz,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",bài đánh_giá tâm quá thanks_thím chia_sẻ anh_em mở_mang tầm_mắt,Positive,2,0.9959331154823303,comment,Gamer_Ngheo,243,1738172580,0,,,44,,
29387a66e08f,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511817693710327,comment,Gamer_Ngheo,273,1736279280,0,,,45,,
730a151743de,voz,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",theo thông_số công_bố thì chỉ thay_đổi ở dung_lượng ram thiết_kế giữ nguyên,Neutral,1,0.982572078704834,comment,Apple_Hater,245,1736278200,0,,,45,,
d061392d444b,voz,"Thông tin này mình thấy khá bình thường, hãng nào năm nay cũng đi theo xu hướng đó.",thông_tin mình thấy khá bình_thường hãng nào năm nay cũng đi theo xui_xẻo hướng đó,Negative,0,0.6219800114631653,comment,Khang_Voz,243,1736428560,0,,,46,,
bdd9d108ca62,voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",bọn gian_thương dạo lừa_đảo ác thật anh_em tỉnh apple kẻo mất tiền oan,Negative,0,0.9511816501617432,comment,Thanh_Nien_Nghiem_Tuc,205,1736426940,0,,,46,,
1a601b04d23b,voz,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",tiền đó thím để ăn sướng mua con về rước cục tức vào người,Negative,0,0.9265731573104858,comment,Khang_Voz,209,1736165280,0,,,47,,
e3e5baf728ea,voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",giá mà cấu_hình như_vậy món hời rồi chúc_mừng bác,Positive,2,0.8250634074211121,comment,Thanh_Nien_Nghiem_Tuc,288,1736166840,0,,,47,,
bb1a31f9feb9,voz,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,mình nghĩ nên đợi thêm một thời_gian để xem các thử_thách tình_cảm nhiệt_độ độc_lập rồi hẵng quyết_định cuối_cùng,Negative,0,0.98467618227005,comment,Lang_Khach,281,1736788620,0,,,48,,
704a897790fe,voz,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,giá bán dự_kiến 20 triệu thì cũng ngang giá niêm_yết thế_hệ trước,Neutral,1,0.9823698997497559,comment,Coin_Thu_Gia,201,1736790360,0,,,48,,
