post_id,source,author,content,created_at,url,topic_id,topic_label,topic_prob
1e1e40b4d5b5,voz,Sam_Fan_Goc,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1737123180,,9,nên | nhiệt_độ | để,0.29333770500276835
1756bd3ea30f,voz,Apple_Hater,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",1737747120,,8,giá | thì | dự_kiến,0.2315532969715763
9c5536d1b18f,voz,Pede_Chua,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",1737743820,,2,bài | cái | lại,0.23613575277254115
8498b5e57345,voz,Lang_Khach,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,1735759560,,8,giá | thì | dự_kiến,0.22254184002977315
28ab0c128ce5,voz,Coin_Thu_Gia,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",1735764120,,1,đánh_giá | rẻ | như,0.17883273972412025
bb51e56fb7fe,voz,Apple_Hater,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",1736073600,,2,bài | cái | lại,0.23613575277254115
c6ee77734b8d,voz,Apple_Hater,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1736071200,,5,dạo | anh_em | gian_thương,0.2510189611227313
1ae3556cf151,voz,Khang_Voz,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1737821700,,5,dạo | anh_em | gian_thương,0.2510189611227313
9858f59dfdb4,voz,Dev_Cui_Bap,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1737823380,,3,cấu_hình | mà | không,0.26873267326412414
b608e791f44a,voz,Gamer_Ngheo,"Vấn đề này còn tùy thuộc vào nhu cầu sử dụng của mỗi người, khó đánh giá chung được.",1735850760,,1,đánh_giá | rẻ | như,0.22217583881479466
a4497f0ed57a,voz,Coin_Thu_Gia,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1735850580,,9,nên | nhiệt_độ | để,0.29333770500276835
57107d6fbd22,voz,Dev_Cui_Bap,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1738095900,,9,nên | nhiệt_độ | để,0.29333770500276835
359fe0b96d3c,voz,Dev_Cui_Bap,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1738099860,,3,cấu_hình | mà | không,0.26873267326412414
d15a4ec73a65,voz,Thanh_Nien_Nghiem_Tuc,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",1737971280,,2,bài | cái | lại,0.24604226565832077
eb644066f268,voz,Pede_Chua,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",1737965820,,1,đánh_giá | rẻ | như,0.17883273972412025
94da6d9311ef,voz,Khang_Voz,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1735756320,,3,cấu_hình | mà | không,0.26873267326412414
0c03e1665548,voz,Gian_Thuong_123,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",1735756860,,7,mua | quá | triệu,0.20289093294981522
60949a3857f1,voz,Lang_Khach,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1735738080,,3,cấu_hình | mà | không,0.26873267326412414
1d05c70df1fa,voz,Thanh_Nien_Nghiem_Tuc,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1735743600,,5,dạo | anh_em | gian_thương,0.2510189611227313
4e659f14f9f5,voz,Pede_Chua,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1737978540,,3,cấu_hình | mà | không,0.26873267326412414
4c03eb511bd2,voz,Coin_Thu_Gia,"Vấn đề này còn tùy thuộc vào nhu cầu sử dụng của mỗi người, khó đánh giá chung được.",1737973080,,1,đánh_giá | rẻ | như,0.22217583881479466
7470c4fa96ec,voz,Gian_Thuong_123,"Vấn đề này còn tùy thuộc vào nhu cầu sử dụng của mỗi người, khó đánh giá chung được.",1737128520,,1,đánh_giá | rẻ | như,0.22217583881479466
1b62935a1cfb,voz,Apple_Hater,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1737131340,,3,cấu_hình | mà | không,0.26873267326412414
a9f5c4554b14,voz,Gamer_Ngheo,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",1736175480,,0,đó | đi | theo,0.1594556386153703
c353066627c5,voz,Lang_Khach,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1736173620,,9,nên | nhiệt_độ | để,0.29333770500276835
9ac482d3c193,voz,Khang_Voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",1736367120,,0,đó | đi | theo,0.1594556386153703
6501e47f0a36,voz,Dev_Cui_Bap,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,1736365380,,8,giá | thì | dự_kiến,0.22254184002977315
df43787c02da,voz,Coin_Thu_Gia,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,1736846820,,8,giá | thì | dự_kiến,0.22254184002977315
74a830c8c3cb,voz,Khang_Voz,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,1736844000,,4,rồi | tiền | người,0.2599433189142962
44ffbcc999ca,voz,Dev_Cui_Bap,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",1736161740,,1,đánh_giá | rẻ | như,0.17883273972412025
747303efd5e3,voz,Lang_Khach,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",1736163480,,1,đánh_giá | rẻ | như,0.17883273972412025
3d1502d3c188,voz,Thanh_Nien_Nghiem_Tuc,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",1738144380,,0,đó | đi | theo,0.1594556386153703
6fa34df81de9,voz,Khang_Voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",1738139820,,2,bài | cái | lại,0.24604226565832077
b24e54c69c23,voz,Gamer_Ngheo,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",1735845360,,2,bài | cái | lại,0.23613575277254115
43d812e638ee,voz,Thanh_Nien_Nghiem_Tuc,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,1735842060,,4,rồi | tiền | người,0.2599433189142962
37231488c9e9,voz,Apple_Hater,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",1737459480,,2,bài | cái | lại,0.24604226565832077
6d8c69266589,voz,Sam_Fan_Goc,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1737454560,,5,dạo | anh_em | gian_thương,0.2510189611227313
9bf01b1fda50,voz,Gamer_Ngheo,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",1737403020,,2,bài | cái | lại,0.23613575277254115
9cf4ad65f046,voz,Coin_Thu_Gia,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",1737403200,,8,giá | thì | dự_kiến,0.2315532969715763
cca5e889df52,voz,Sam_Fan_Goc,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,1735905420,,4,rồi | tiền | người,0.2599433189142962
55cb4fecf94f,voz,Lang_Khach,"Thông tin này mình thấy khá bình thường, hãng nào năm nay cũng đi theo xu hướng đó.",1735908600,,0,đó | đi | theo,0.2690582794234326
6ae3892432d0,voz,Coin_Thu_Gia,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1736262900,,9,nên | nhiệt_độ | để,0.29333770500276835
305816e572d2,voz,Dev_Cui_Bap,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1736265480,,9,nên | nhiệt_độ | để,0.29333770500276835
35a2ec9b0dde,voz,Thanh_Nien_Nghiem_Tuc,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1738053360,,3,cấu_hình | mà | không,0.26873267326412414
f34fe0a759dd,voz,Thanh_Nien_Nghiem_Tuc,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,1738051800,,8,giá | thì | dự_kiến,0.22254184002977315
218785883597,voz,Khang_Voz,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",1736075520,,2,bài | cái | lại,0.24604226565832077
9b594103f7d8,voz,Gian_Thuong_123,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1736082000,,5,dạo | anh_em | gian_thương,0.2510189611227313
075a2814f067,voz,Thanh_Nien_Nghiem_Tuc,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",1736428920,,8,giá | thì | dự_kiến,0.2315532969715763
0f1491f73da9,voz,Gamer_Ngheo,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1736428740,,3,cấu_hình | mà | không,0.26873267326412414
2ff4bf3909f9,voz,Gian_Thuong_123,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",1737560460,,8,giá | thì | dự_kiến,0.2315532969715763
fba267371ced,voz,Apple_Hater,"Em đang xài đây, pin trâu sóng khỏe, nói chung là ưng cái bụng.",1737563460,,2,bài | cái | lại,0.24604226565832077
2fc9f0320ac9,voz,Lang_Khach,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1737818520,,9,nên | nhiệt_độ | để,0.29333770500276835
c502ea202a3e,voz,Khang_Voz,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",1737822540,,0,đó | đi | theo,0.1594556386153703
bc6f1572563e,voz,Coin_Thu_Gia,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,1737031260,,4,rồi | tiền | người,0.2599433189142962
5186072fca1b,voz,Lang_Khach,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",1737035460,,2,bài | cái | lại,0.23613575277254115
1b512f0d9b5a,voz,Pede_Chua,"Cấu hình này ngon đấy thớt, cứ thế mà quất thôi không phải nghĩ.",1735896360,,3,cấu_hình | mà | không,0.26873267326412414
3e869a5e7aa6,voz,Pede_Chua,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1735893960,,9,nên | nhiệt_độ | để,0.29333770500276835
26947c03f96a,voz,Sam_Fan_Goc,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",1738071960,,7,mua | quá | triệu,0.20289093294981522
13c6c75c0a37,voz,Gamer_Ngheo,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",1738073280,,8,giá | thì | dự_kiến,0.2315532969715763
fff3aad3d1ed,voz,Apple_Hater,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",1738172700,,0,đó | đi | theo,0.1594556386153703
9e36374c3150,voz,Gamer_Ngheo,"Bài review có tâm quá, tks thím đã chia sẻ cho anh em mở mang tầm mắt.",1738172580,,1,đánh_giá | rẻ | như,0.17883273972412025
29387a66e08f,voz,Gamer_Ngheo,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1736279280,,5,dạo | anh_em | gian_thương,0.2510189611227313
730a151743de,voz,Apple_Hater,"Theo thông số công bố thì chỉ thay đổi ở dung lượng RAM, thiết kế giữ nguyên.",1736278200,,8,giá | thì | dự_kiến,0.2315532969715763
d061392d444b,voz,Khang_Voz,"Thông tin này mình thấy khá bình thường, hãng nào năm nay cũng đi theo xu hướng đó.",1736428560,,0,đó | đi | theo,0.2690582794234326
bdd9d108ca62,voz,Thanh_Nien_Nghiem_Tuc,"Bọn gian thương dạo này lùa gà ác thật, anh em tỉnh táo kẻo mất tiền oan.",1736426940,,5,dạo | anh_em | gian_thương,0.2510189611227313
1a601b04d23b,voz,Khang_Voz,"Tiền đó thím để ăn cho sướng, mua con này về rước cục tức vào người.",1736165280,,7,mua | quá | triệu,0.20289093294981522
e3e5baf728ea,voz,Thanh_Nien_Nghiem_Tuc,"Giá này mà có cấu hình như vậy là món hời rồi, chúc mừng bác.",1736166840,,0,đó | đi | theo,0.1594556386153703
bb1a31f9feb9,voz,Lang_Khach,Mình nghĩ nên đợi thêm một thời gian để xem các bài test nhiệt độ độc lập rồi hẵng chốt.,1736788620,,9,nên | nhiệt_độ | để,0.29333770500276835
704a897790fe,voz,Coin_Thu_Gia,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,1736790360,,8,giá | thì | dự_kiến,0.22254184002977315
7202dff9cee6,voz,Apple_Hater,Giá bán dự kiến 20 triệu thì cũng ngang với giá niêm yết của thế hệ trước.,1736078220,,8,giá | thì | dự_kiến,0.22254184002977315
5518e60ae1fb,voz,Dev_Cui_Bap,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,1736077440,,4,rồi | tiền | người,0.2599433189142962
e71cb2af698c,voz,Pede_Chua,Nghe văn của mấy anh seeder là biết rồi. Tầm tiền này thì con này tuổi tôm.,1737716040,,4,rồi | tiền | người,0.2599433189142962
f4e93f59884f,voz,Pede_Chua,"Lại bài cũ rích, mua đi rồi khóc. Nóng như cái lò gạch chứ ở đó mà mát.",1737718140,,2,bài | cái | lại,0.23613575277254115
1,voz,Khang_Voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1736262000,,5,dạo | anh_em | gian_thương,0.2377700500008774
2,voz,Lang_Khach,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1737813600,,7,mua | quá | triệu,0.22631431889655454
3,voz,Gian_Thuong_123,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1737568800,,5,dạo | anh_em | gian_thương,0.2377700500008774
4,voz,Sam_Fan_Goc,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1738152000,,5,dạo | anh_em | gian_thương,0.2377700500008774
5,voz,Gamer_Ngheo,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1738328400,,6,anh_em | code | quay,0.22032126930528653
6,voz,Thanh_Nien_Nghiem_Tuc,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1737712800,,6,anh_em | code | quay,0.20751265708823896
7,voz,Lang_Khach,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1737478800,,7,mua | quá | triệu,0.22631431889655454
8,voz,Gian_Thuong_123,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,1737460800,,6,anh_em | code | quay,0.17832915748619185
9,voz,Pede_Chua,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1736618400,,1,đánh_giá | rẻ | như,0.25822031182915395
10,voz,Pede_Chua,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",1738346400,,4,rồi | tiền | người,0.22955200537589396
11,voz,Sam_Fan_Goc,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1737795600,,5,dạo | anh_em | gian_thương,0.2377700500008774
12,voz,Dev_Cui_Bap,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",1737025200,,4,rồi | tiền | người,0.22955200537589396
13,voz,Khang_Voz,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1737140400,,5,dạo | anh_em | gian_thương,0.2377700500008774
14,voz,Lang_Khach,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1737118800,,6,anh_em | code | quay,0.20751265708823896
15,voz,Gian_Thuong_123,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1737741600,,1,đánh_giá | rẻ | như,0.25822031182915395
16,voz,Gamer_Ngheo,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1735758000,,1,đánh_giá | rẻ | như,0.25822031182915395
17,voz,Khang_Voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1736067600,,1,đánh_giá | rẻ | như,0.25822031182915395
18,voz,Apple_Hater,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1737820800,,7,mua | quá | triệu,0.22631431889655454
19,voz,Apple_Hater,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1735848000,,6,anh_em | code | quay,0.20751265708823896
20,voz,Apple_Hater,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1738094400,,5,dạo | anh_em | gian_thương,0.2377700500008774
21,voz,Sam_Fan_Goc,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,1737964800,,6,anh_em | code | quay,0.17832915748619185
22,voz,Dev_Cui_Bap,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",1735754400,,4,rồi | tiền | người,0.22955200537589396
23,voz,Khang_Voz,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1735736400,,6,anh_em | code | quay,0.22032126930528653
24,voz,Gian_Thuong_123,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1737972000,,6,anh_em | code | quay,0.20751265708823896
25,voz,Dev_Cui_Bap,"Android 15 cập nhật xong máy nóng ran, pin tụt như tụt quần, cứu em với!",1737126000,,4,rồi | tiền | người,0.22955200537589396
26,voz,Apple_Hater,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1736172000,,6,anh_em | code | quay,0.22032126930528653
27,voz,Coin_Thu_Gia,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1736362800,,7,mua | quá | triệu,0.22631431889655454
28,voz,Lang_Khach,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1736841600,,6,anh_em | code | quay,0.22032126930528653
29,voz,Apple_Hater,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1736157600,,7,mua | quá | triệu,0.22631431889655454
30,voz,Lang_Khach,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1738137600,,7,mua | quá | triệu,0.22631431889655454
31,voz,Khang_Voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1735840800,,6,anh_em | code | quay,0.20751265708823896
32,voz,Coin_Thu_Gia,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1737453600,,6,anh_em | code | quay,0.22032126930528653
33,voz,Lang_Khach,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1737399600,,6,anh_em | code | quay,0.22032126930528653
34,voz,Gamer_Ngheo,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,1735902000,,6,anh_em | code | quay,0.17832915748619185
35,voz,Pede_Chua,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,1736262000,,6,anh_em | code | quay,0.17832915748619185
36,voz,Sam_Fan_Goc,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1738051200,,7,mua | quá | triệu,0.22631431889655454
37,voz,Pede_Chua,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1736074800,,7,mua | quá | triệu,0.22631431889655454
38,voz,Pede_Chua,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1736427600,,5,dạo | anh_em | gian_thương,0.2377700500008774
39,voz,Khang_Voz,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1737558000,,1,đánh_giá | rẻ | như,0.25822031182915395
40,voz,Coin_Thu_Gia,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1737817200,,7,mua | quá | triệu,0.22631431889655454
41,voz,Apple_Hater,"AI dạo này code ghê quá, sinh viên IT mới ra trường liệu có chết đói?",1737028800,,5,dạo | anh_em | gian_thương,0.2377700500008774
42,voz,Dev_Cui_Bap,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,1735891200,,6,anh_em | code | quay,0.17832915748619185
43,voz,Pede_Chua,Bỏ gần 30 củ mua iPhone mới thấy hối hận quá các thím ạ.,1738069200,,7,mua | quá | triệu,0.22631431889655454
44,voz,Khang_Voz,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1738170000,,6,anh_em | code | quay,0.20751265708823896
45,voz,Lang_Khach,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1736276400,,1,đánh_giá | rẻ | như,0.25822031182915395
46,voz,Sam_Fan_Goc,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1736424000,,1,đánh_giá | rẻ | như,0.25822031182915395
47,voz,Gian_Thuong_123,"Review chi tiết con phím cơ Tàu giá rẻ, có thực sự ngon bổ rẻ như lời đồn?",1736161200,,1,đánh_giá | rẻ | như,0.25822031182915395
48,voz,Gian_Thuong_123,"Intel gen 14 lại dính phốt nhiệt độ, anh em xài rồi cho xin ý kiến thực tế.",1736787600,,6,anh_em | code | quay,0.20751265708823896
49,voz,Lang_Khach,Góc nhờ vả: Tư vấn cấu hình 20 củ quay đầu để code và chơi game AAA.,1736074800,,6,anh_em | code | quay,0.22032126930528653
50,voz,Gian_Thuong_123,Thảo luận: Có nên mua card đồ họa trâu cày thời điểm này không?,1737712800,,6,anh_em | code | quay,0.17832915748619185
